date,MSCI_WORLD_ACWI,IEF_BOND_7_10_INDEX
2017-03-08,443.57,100.5367
2017-03-09,443.21,100.2135
2017-03-10,445.52,100.3688
2017-03-13,447.05,100.1887
2017-03-14,445.61,100.3046
2017-03-15,448.2,101.0506
2017-03-16,451.36,100.9297
2017-03-17,451.26,101.1131
2017-03-20,451.06,101.3608
2017-03-21,448.05,101.6392
2017-03-22,446.92,101.9358
2017-03-23,447.48,101.8017
2017-03-24,447.72,101.9284
2017-03-27,447.4,102.1232
2017-03-28,450.6,101.8393
2017-03-29,450.22,102.0261
2017-03-30,450.79,101.7837
2017-03-31,448.87,102.003
2017-04-03,448.2,102.4134
2017-04-04,448.43,102.4157
2017-04-05,447.76,102.3936
2017-04-06,447.59,102.4918
2017-04-07,447.26,102.2284
2017-04-10,447.36,102.3503
2017-04-11,447.41,102.8573
2017-04-12,446.55,102.871
2017-04-13,444.66,103.428
2017-04-14,444.36,
2017-04-17,447.46,103.2716
2017-04-18,445.31,103.8626
2017-04-19,444.57,103.6604
2017-04-20,447.35,103.3366
2017-04-21,446.54,103.4029
2017-04-24,453.41,103.1589
2017-04-25,456.23,102.7658
2017-04-26,456.31,102.9022
2017-04-27,455.88,103.0382
2017-04-28,455.17,103.1331
2017-05-01,456.17,102.829
2017-05-02,457.4,103.0896
2017-05-03,456.62,102.9674
2017-05-04,457.05,102.6057
2017-05-05,459.17,102.6464
2017-05-08,459.65,102.4946
2017-05-09,459.09,102.2561
2017-05-10,459.86,102.213
2017-05-11,459.11,102.3191
2017-05-12,459.6,102.8514
2017-05-15,461.87,102.8342
2017-05-16,463.11,102.9236
2017-05-17,457.69,103.7947
2017-05-18,456.29,103.665
2017-05-19,459.64,103.5835
2017-05-22,462.24,103.5484
2017-05-23,462.66,103.301
2017-05-24,462.93,103.4769
2017-05-25,464.88,103.5661
2017-05-26,464.5,103.6132
2017-05-29,464.29,
2017-05-30,463.73,103.8898
2017-05-31,463.79,104.0331
2017-06-01,466.4,103.902
2017-06-02,469.35,104.3612
2017-06-05,468.73,104.2215
2017-06-06,467.42,104.5015
2017-06-07,467.63,104.2618
2017-06-08,467.19,104.1686
2017-06-09,466.84,104.1217
2017-06-12,465.48,104.0327
2017-06-13,467.69,104.082
2017-06-14,468.27,104.6558
2017-06-15,464.74,104.4284
2017-06-16,466.16,104.5188
2017-06-19,469.53,104.2617
2017-06-20,466.29,104.539
2017-06-21,465.63,104.5215
2017-06-22,466.09,104.5389
2017-06-23,466.98,104.6123
2017-06-26,467.9,104.6868
2017-06-27,465.64,104.2005
2017-06-28,468.45,104.0586
2017-06-29,465.94,103.6988
2017-06-30,465.09,103.4257
2017-07-03,466.16,103.0661
2017-07-04,465.41,
2017-07-05,465.88,103.1788
2017-07-06,463.25,102.9177
2017-07-07,463.96,102.7629
2017-07-10,465.16,102.9724
2017-07-11,465.31,103.0632
2017-07-12,469.62,103.3698
2017-07-13,471.06,103.2298
2017-07-14,473.78,103.4614
2017-07-17,474.13,103.5685
2017-07-18,474.44,103.9218
2017-07-19,476.72,103.9022
2017-07-20,477.7,103.9367
2017-07-21,476.77,104.1973
2017-07-24,476.13,104.0476
2017-07-25,477.24,103.4815
2017-07-26,477.55,103.8673
2017-07-27,478.25,103.658
2017-07-28,477.25,103.8343
2017-07-31,477.58,103.8161
2017-08-01,479.73,104.1295
2017-08-02,479.76,104.0603
2017-08-03,479.11,104.3184
2017-08-04,479.07,104.019
2017-08-07,480.35,104.1433
2017-08-08,479.45,103.9695
2017-08-09,477.89,104.3005
2017-08-10,472.58,104.5111
2017-08-11,471.33,104.7198
2017-08-14,475.1,104.4804
2017-08-15,474.32,104.101
2017-08-16,475.75,104.4353
2017-08-17,472.1,104.6515
2017-08-18,470.63,104.6785
2017-08-21,471.23,104.8142
2017-08-22,474.48,104.5548
2017-08-23,473.99,104.8943
2017-08-24,473.81,104.7274
2017-08-25,475.02,104.9267
2017-08-28,475.37,105.0405
2017-08-29,474.91,105.2388
2017-08-30,475.79,105.1661
2017-08-31,478.41,105.3371
2017-09-01,479.9,105.0418
2017-09-04,478.95,
2017-09-05,477.16,105.7584
2017-09-06,478.04,105.447
2017-09-07,479.57,105.8644
2017-09-08,479.61,105.8845
2017-09-11,483.79,105.3999
2017-09-12,485.3,105.0416
2017-09-13,484.83,104.8562
2017-09-14,484.14,104.8251
2017-09-15,485.18,104.7628
2017-09-18,486.36,104.5622
2017-09-19,487.37,104.4819
2017-09-20,488.06,104.1801
2017-09-21,486.05,104.1744
2017-09-22,486.66,104.3179
2017-09-25,484.75,104.6649
2017-09-26,483.07,104.5991
2017-09-27,484.01,104.0041
2017-09-28,484.63,104.0471
2017-09-29,486.88,103.892
2017-10-02,487.83,103.8382
2017-10-03,489.63,103.8809
2017-10-04,490.16,103.894
2017-10-05,491.33,103.7563
2017-10-06,490.89,103.6234
2017-10-09,490.56,
2017-10-10,493,103.8582
2017-10-11,493.89,103.8383
2017-10-12,493.92,103.9992
2017-10-13,495.09,104.3492
2017-10-16,495.8,104.1155
2017-10-17,494.93,104.1823
2017-10-18,495.66,103.8715
2017-10-19,495.75,104.0132
2017-10-20,496.39,103.5641
2017-10-23,495.01,103.6354
2017-10-24,495.16,103.4253
2017-10-25,493.5,103.1462
2017-10-26,493.66,103.0784
2017-10-27,495.69,103.295
2017-10-30,495.96,103.7479
2017-10-31,496.62,103.6967
2017-11-01,498.08,103.6978
2017-11-02,498.44,103.9188
2017-11-03,498.86,103.9649
2017-11-06,499.4,104.1783
2017-11-07,499.58,104.265
2017-11-08,500.43,104.1153
2017-11-09,498.59,104.0176
2017-11-10,497.86,103.4883
2017-11-13,496.61,103.4797
2017-11-14,495.53,103.6137
2017-11-15,492.82,103.9586
2017-11-16,496.74,103.7678
2017-11-17,496.75,103.8016
2017-11-20,497.28,103.6491
2017-11-21,500.51,103.7057
2017-11-22,501.43,104.0748
2017-11-23,501.9,
2017-11-24,503.35,103.9306
2017-11-27,502.02,104.0889
2017-11-28,504.45,104.0062
2017-11-29,504.12,103.7332
2017-11-30,505.44,103.3969
2017-12-01,503.47,103.8183
2017-12-04,503.92,103.6707
2017-12-05,502.33,103.8116
2017-12-06,500.3,104.0412
2017-12-07,501.42,103.7191
2017-12-08,504.08,103.6973
2017-12-11,506.23,103.7081
2017-12-12,506.31,103.5827
2017-12-13,506.84,104.0239
2017-12-14,505.51,104.0506
2017-12-15,507.08,103.9473
2017-12-18,511.68,103.7134
2017-12-19,510.12,103.1794
2017-12-20,509.96,102.9267
2017-12-21,511.19,103.0468
2017-12-22,511.29,102.9981
2017-12-25,511.36,
2017-12-26,511.1,103.1832
2017-12-27,512.23,103.5884
2017-12-28,513.51,103.4258
2017-12-29,513.03,103.6289
2018-01-01,512.98,
2018-01-02,516.76,103.2342
2018-01-03,519.15,103.3763
2018-01-04,523.26,103.3038
2018-01-05,526.69,103.1445
2018-01-08,527.29,103.1258
2018-01-09,528.02,102.6667
2018-01-10,527.73,102.6262
2018-01-11,529.74,102.7559
2018-01-12,533.23,102.6113
2018-01-15,535.22,
2018-01-16,534.41,102.6874
2018-01-17,537.14,102.4157
2018-01-18,536.7,102.1727
2018-01-19,539.27,101.9815
2018-01-22,542.5,101.8005
2018-01-23,545.17,102.1064
2018-01-24,545.99,101.8854
2018-01-25,546.68,102.1326
2018-01-26,550.32,101.8174
2018-01-29,546.89,101.5736
2018-01-30,541.5,101.38
2018-01-31,541.67,101.3718
2018-02-01,541.21,100.9876
2018-02-02,531.46,100.4215
2018-02-05,515.73,100.9044
2018-02-06,512.97,101.1333
2018-02-07,513.3,100.6017
2018-02-08,500.7,100.4862
2018-02-09,500.91,100.6906
2018-02-12,506.84,100.4628
2018-02-13,508.44,100.578
2018-02-14,514.95,99.9923
2018-02-15,521.25,100.133
2018-02-16,522.6,100.2502
2018-02-19,522.25,
2018-02-20,519.81,100.1626
2018-02-21,518.92,99.8747
2018-02-22,518.2,100.064
2018-02-23,524.12,100.4102
2018-02-26,528.4,100.5368
2018-02-27,523.83,100.1371
2018-02-28,518.08,100.4331
2018-03-01,511.9,100.9564
2018-03-02,511.34,100.5655
2018-03-05,514.62,100.3921
2018-03-06,517.96,100.4383
2018-03-07,517.33,100.4004
2018-03-08,519.65,100.5406
2018-03-09,525.44,100.3845
2018-03-12,527.29,100.5801
2018-03-13,525.31,100.725
2018-03-14,522.87,100.982
2018-03-15,522.49,100.9108
2018-03-16,522.47,100.7525
2018-03-19,516.89,100.8274
2018-03-20,517.33,100.5629
2018-03-21,516.95,100.3848
2018-03-22,508.48,100.9565
2018-03-23,499.36,101.0236
2018-03-26,506.9,100.9244
2018-03-27,504.13,101.3564
2018-03-28,501.27,101.4178
2018-03-29,505.44,101.6912
2018-03-30,505.81,
2018-04-02,499.65,101.8187
2018-04-03,501.89,101.4127
2018-04-04,503.82,101.3865
2018-04-05,508.55,101.092
2018-04-06,502.32,101.5133
2018-04-09,504.18,101.4534
2018-04-10,511.04,101.3693
2018-04-11,509.43,101.428
2018-04-12,511.29,101.0885
2018-04-13,510.52,101.1363
2018-04-16,512.49,101.137
2018-04-17,516.12,101.2673
2018-04-18,518.32,100.8695
2018-04-19,517.05,100.5295
2018-04-20,512.74,100.263
2018-04-23,511.67,100.0953
2018-04-24,508.08,100.0578
2018-04-25,506.32,99.766
2018-04-26,509.91,100.0196
2018-04-27,511.31,100.2571
2018-04-30,509.69,100.4361
2018-05-01,509,100.1647
2018-05-02,506.9,100.2592
2018-05-03,505.04,100.419
2018-05-04,508.83,100.4526
2018-05-07,510.61,100.4319
2018-05-08,510.39,100.2917
2018-05-09,513.62,100.0291
2018-05-10,517.23,100.1988
2018-05-11,519.46,100.1926
2018-05-14,520.58,100.0487
2018-05-15,516.14,99.41
2018-05-16,517.04,99.3041
2018-05-17,517.01,99.2386
2018-05-18,515.66,99.5877
2018-05-21,517.72,99.6026
2018-05-22,517.6,99.6281
2018-05-23,515.86,100.1198
2018-05-24,514.86,100.2905
2018-05-25,513.45,100.6528
2018-05-28,512.68,
2018-05-29,506.99,101.9498
2018-05-30,509.96,101.3501
2018-05-31,508.77,101.5255
2018-06-01,512.77,100.9953
2018-06-04,516.38,100.6709
2018-06-05,515.72,100.8477
2018-06-06,519.75,100.4411
2018-06-07,519.9,100.7627
2018-06-08,519.15,100.7609
2018-06-11,520.76,100.621
2018-06-12,521.07,100.632
2018-06-13,519.7,100.4376
2018-06-14,519.54,100.6945
2018-06-15,517.21,100.8845
2018-06-18,514.99,100.8866
2018-06-19,510.78,101.1549
2018-06-20,512.58,100.9037
2018-06-21,509.34,101.1428
2018-06-22,511.68,101.1295
2018-06-25,504.49,101.3572
2018-06-26,504.91,101.3291
2018-06-27,501.47,101.7359
2018-06-28,501.88,101.5669
2018-06-29,505.2,101.5787
2018-07-02,503.1,101.4754
2018-07-03,503,101.6894
2018-07-04,502.94,
2018-07-05,505.84,101.684
2018-07-06,509.9,101.7877
2018-07-09,514.48,101.5696
2018-07-10,515.52,101.4694
2018-07-11,510.92,101.6989
2018-07-12,514.12,101.6379
2018-07-13,515.22,101.8216
2018-07-16,514.53,101.6391
2018-07-17,515.72,101.6096
2018-07-18,516.47,101.5445
2018-07-19,514.45,101.7661
2018-07-20,515.89,101.4436
2018-07-23,515.92,100.9198
2018-07-24,519,101.0463
2018-07-25,521.74,101.1525
2018-07-26,521.8,100.8761
2018-07-27,520.73,100.9729
2018-07-30,518.93,100.9142
2018-07-31,519.82,100.996
2018-08-01,518.99,100.7204
2018-08-02,517.54,100.8583
2018-08-03,519.53,101.1372
2018-08-06,519.82,101.2763
2018-08-07,522.34,101.0142
2018-08-08,522.18,101.0391
2018-08-09,521.6,101.2664
2018-08-10,515.61,101.867
2018-08-13,511.92,101.7634
2018-08-14,513.99,101.6331
2018-08-15,508.32,102.0036
2018-08-16,511.5,101.8406
2018-08-17,513.08,101.8434
2018-08-20,515.19,102.2505
2018-08-21,517.17,102.0914
2018-08-22,518.42,102.2752
2018-08-23,516.84,102.2816
2018-08-24,519.6,102.2336
2018-08-27,524.56,102.0849
2018-08-28,525.18,101.8265
2018-08-29,526.94,101.8372
2018-08-30,524.28,102.0298
2018-08-31,522.88,102.1199
2018-09-03,521.95,
2018-09-04,519.3,101.7724
2018-09-05,516.13,101.794
2018-09-06,514.08,102.009
2018-09-07,512.97,101.5151
2018-09-10,513.39,101.5679
2018-09-11,514.03,101.2503
2018-09-12,515.17,101.3809
2018-09-13,518.02,101.3706
2018-09-14,519.46,101.1461
2018-09-17,517.5,101.1009
2018-09-18,520.19,100.7603
2018-09-19,521.98,100.5068
2018-09-20,526.14,100.5366
2018-09-21,527.86,100.608
2018-09-24,525.87,100.5645
2018-09-25,526.09,100.3948
2018-09-26,525.28,100.6855
2018-09-27,525.44,100.7485
2018-09-28,524.25,100.7795
2018-10-01,525.06,100.6322
2018-10-02,523.36,100.7988
2018-10-03,523.46,100.0515
2018-10-04,518.21,99.7985
2018-10-05,514.69,99.5769
2018-10-08,512.72,
2018-10-09,511.54,99.7567
2018-10-10,500.55,99.6465
2018-10-11,489.4,100.3205
2018-10-12,494.76,100.2954
2018-10-15,492.52,100.1353
2018-10-16,500.94,100.1851
2018-10-17,500.52,100.04
2018-10-18,494.47,100.1042
2018-10-19,494.05,99.9299
2018-10-22,492.78,100.0064
2018-10-23,487.37,100.255
2018-10-24,477.29,100.5819
2018-10-25,480.83,100.5076
2018-10-26,475.11,100.995
2018-10-29,473.52,100.9331
2018-10-30,478.19,100.776
2018-10-31,484.57,100.4204
2018-11-01,489.48,100.5512
2018-11-02,489.97,100.0173
2018-11-05,490.58,100.1524
2018-11-06,492.7,100.0366
2018-11-07,500.23,100.0342
2018-11-08,499.57,99.8725
2018-11-09,494.48,100.1971
2018-11-12,486.57,
2018-11-13,486.1,100.5919
2018-11-14,483.79,100.8005
2018-11-15,486.87,100.844
2018-11-16,488.34,101.1842
2018-11-19,483.72,101.3224
2018-11-20,475.87,101.3835
2018-11-21,477.68,101.2975
2018-11-22,477.58,
2018-11-23,475.3,101.3677
2018-11-26,480.85,101.2613
2018-11-27,481.24,101.38
2018-11-28,488.22,101.5069
2018-11-29,489.66,101.5842
2018-11-30,490.86,101.7755
2018-12-03,497.48,101.9596
2018-12-04,486.73,102.4627
2018-12-05,484.28,
2018-12-06,479.2,102.8534
2018-12-07,473.88,103.1115
2018-12-10,470.2,103.0748
2018-12-11,470.7,102.8639
2018-12-12,476.01,102.6763
2018-12-13,476.07,102.6577
2018-12-14,468.51,102.8569
2018-12-17,462.27,103.1496
2018-12-18,460.68,103.4035
2018-12-19,457.65,103.7459
2018-12-20,450.83,103.6697
2018-12-21,444.76,103.6451
2018-12-24,437.68,103.9836
2018-12-25,435.9,
2018-12-26,447.71,103.6137
2018-12-27,450.32,104.0662
2018-12-28,452.69,104.1375
2018-12-31,455.66,104.5594
2019-01-01,455.68,
2019-01-02,454.52,104.8148
2019-01-03,448.21,105.7205
2019-01-04,459.94,104.8841
2019-01-07,463.99,104.7106
2019-01-08,467.27,104.4344
2019-01-09,471.57,104.3642
2019-01-10,473.23,104.3553
2019-01-11,473.26,104.626
2019-01-14,470.87,104.5794
2019-01-15,474.86,104.5859
2019-01-16,475.71,104.4171
2019-01-17,477.63,104.2509
2019-01-18,483.5,103.95
2019-01-21,483.52,
2019-01-22,478.41,104.397
2019-01-23,478.74,104.2272
2019-01-24,479.84,104.5932
2019-01-25,484.53,104.2885
2019-01-28,481.59,104.3792
2019-01-29,481.77,104.6481
2019-01-30,486.71,104.8131
2019-01-31,491.19,105.3092
2019-02-01,491.43,104.8606
2019-02-04,493.06,104.6213
2019-02-05,496.18,104.7972
2019-02-06,495.08,104.8255
2019-02-07,490.42,105.2203
2019-02-08,488.72,105.3777
2019-02-11,488.91,105.1584
2019-02-12,494.3,104.9957
2019-02-13,495.92,104.8126
2019-02-14,494.66,105.2101
2019-02-15,498.24,105.1411
2019-02-18,499.87,
2019-02-19,500.58,105.3414
2019-02-20,502.92,105.2945
2019-02-21,501.69,105.0178
2019-02-22,504.15,105.302
2019-02-25,505.69,105.1806
2019-02-26,505.51,105.5105
2019-02-27,505.4,105.0731
2019-02-28,503.48,104.9203
2019-03-01,505.75,104.5836
2019-03-04,504.6,104.8402
2019-03-05,504.07,104.857
2019-03-06,502.22,105.1277
2019-03-07,497.86,105.6038
2019-03-08,494.91,105.6972
2019-03-11,500.55,105.6039
2019-03-12,502.99,105.888
2019-03-13,505.54,105.8647
2019-03-14,505.56,105.7144
2019-03-15,508.72,106.0164
2019-03-18,511.36,105.9412
2019-03-19,511.97,105.8511
2019-03-20,510.05,106.4885
2019-03-21,513.5,106.4778
2019-03-22,505.88,107.1835
2019-03-25,503.56,107.5052
2019-03-26,507.02,107.5832
2019-03-27,504.83,107.9018
2019-03-28,505.14,107.7625
2019-03-29,508.55,107.5623
2019-04-01,514.35,106.8967
2019-04-02,514.39,107.0483
2019-04-03,517.28,106.7518
2019-04-04,517.28,106.8231
2019-04-05,519.04,106.8988
2019-04-08,519.88,106.7876
2019-04-09,518.09,106.968
2019-04-10,519.26,107.1398
2019-04-11,518.7,106.9346
2019-04-12,521.29,106.4857
2019-04-15,521.51,106.559
2019-04-16,522.33,106.2373
2019-04-17,522.04,106.2622
2019-04-18,521.66,106.5475
2019-04-19,521.69,
2019-04-22,521.76,106.3462
2019-04-23,524.53,106.5288
2019-04-24,523.04,106.9309
2019-04-25,521.87,106.8211
2019-04-26,523.74,107.1026
2019-04-29,524.39,106.8543
2019-04-30,524.84,107.0872
2019-05-01,523.07,107.0465
2019-05-02,521.09,106.7011
2019-05-03,524.85,106.8902
2019-05-06,521.35,107.1833
2019-05-07,514.4,107.5938
2019-05-08,513.29,107.3352
2019-05-09,509.33,107.5814
2019-05-10,511.11,107.5967
2019-05-13,501.66,108.0424
2019-05-14,504.17,107.9338
2019-05-15,506.73,108.2782
2019-05-16,509.79,108.0455
2019-05-17,506.93,108.1398
2019-05-20,504.27,107.986
2019-05-21,507.32,107.858
2019-05-22,506.01,108.1582
2019-05-23,500.09,108.9654
2019-05-24,501.8,108.679
2019-05-27,502.24,
2019-05-28,499.66,109.2128
2019-05-29,495.31,109.4778
2019-05-30,496.22,109.5702
2019-05-31,492.12,110.298
2019-06-03,492.47,110.8553
2019-06-04,499.21,110.5337
2019-06-05,503.02,110.5174
2019-06-06,504.67,110.5147
2019-06-07,509.76,110.8625
2019-06-10,512.44,110.4155
2019-06-11,513.91,110.4353
2019-06-12,512.46,110.5941
2019-06-13,512.75,110.9523
2019-06-14,511.07,110.9229
2019-06-17,510.81,111.0162
2019-06-18,515.82,111.236
2019-06-19,518.92,111.5543
2019-06-20,524.44,111.7501
2019-06-21,523.31,111.182
2019-06-24,523.3,111.5964
2019-06-25,519.78,111.831
2019-06-26,518.81,111.3391
2019-06-27,520.93,111.7072
2019-06-28,523.44,111.8162
2019-07-01,526.93,111.5213
2019-07-02,528.24,112.0165
2019-07-03,531.14,112.1991
2019-07-04,531.82,
2019-07-05,529.51,111.418
2019-07-08,526.39,111.5133
2019-07-09,525.96,111.3203
2019-07-10,527.93,111.3613
2019-07-11,529.18,110.8821
2019-07-12,530.48,111.0137
2019-07-15,531.24,111.1439
2019-07-16,530.07,110.9083
2019-07-17,527.6,111.4052
2019-07-18,527.51,111.6358
2019-07-19,527.04,111.5451
2019-07-22,527.48,111.6082
2019-07-23,530.1,111.3568
2019-07-24,531.82,111.5441
2019-07-25,529.46,111.333
2019-07-26,531,111.2909
2019-07-29,530.15,111.5291
2019-07-30,528.07,111.4708
2019-07-31,524.35,111.6965
2019-08-01,520.57,112.9251
2019-08-02,514.44,113.1911
2019-08-05,501.47,114.261
2019-08-06,503.97,114.2236
2019-08-07,505,114.6945
2019-08-08,512.65,114.4431
2019-08-09,510.01,114.2615
2019-08-12,505.87,115.0683
2019-08-13,509.12,114.6355
2019-08-14,498.63,115.4479
2019-08-15,497.85,115.9128
2019-08-16,503.68,115.8324
2019-08-19,509.06,115.3432
2019-08-20,506.61,115.6724
2019-08-21,510.17,115.4944
2019-08-22,508.91,115.2236
2019-08-23,500.94,115.9344
2019-08-26,502.43,115.8143
2019-08-27,502.58,116.2438
2019-08-28,504.12,116.4438
2019-08-29,508.87,116.0281
2019-08-30,510.88,116.1373
2019-09-02,510.43,
2019-09-03,507.76,116.5391
2019-09-04,513.64,116.6501
2019-09-05,519.55,115.6783
2019-09-06,520.83,115.7964
2019-09-09,520.88,115.2081
2019-09-10,520.95,114.4855
2019-09-11,524.65,114.2473
2019-09-12,526.53,113.7796
2019-09-13,527.63,112.8374
2019-09-16,525.56,113.3435
2019-09-17,526.32,113.5749
2019-09-18,526.31,113.764
2019-09-19,526.79,113.8468
2019-09-20,525.57,114.0529
2019-09-23,524.4,114.5037
2019-09-24,521.7,115.1421
2019-09-25,521.88,114.3215
2019-09-26,521.87,114.7089
2019-09-27,519.73,114.8498
2019-09-30,520.65,114.854
2019-10-01,515.95,115.1646
2019-10-02,507.57,115.6155
2019-10-03,509.84,116.2257
2019-10-04,514.85,116.4074
2019-10-07,514.28,116.0682
2019-10-08,508.42,116.2016
2019-10-09,511.21,115.8058
2019-10-10,514.07,115.1906
2019-10-11,521.14,114.3592
2019-10-14,520.63,
2019-10-15,525.25,114.2516
2019-10-16,525.27,114.4682
2019-10-17,526.92,114.394
2019-10-18,525.25,114.4813
2019-10-21,528.49,114.1245
2019-10-22,527.76,114.3363
2019-10-23,528.42,114.408
2019-10-24,530.36,114.3613
2019-10-25,531.77,114.0533
2019-10-28,534.02,113.6583
2019-10-29,534.29,113.8172
2019-10-30,535.18,114.1056
2019-10-31,534.41,115.035
2019-11-01,538.76,114.7241
2019-11-04,541.66,114.2557
2019-11-05,541.6,113.5933
2019-11-06,541.91,114.0128
2019-11-07,543.31,113.0474
2019-11-08,543.24,112.9801
2019-11-11,542,
2019-11-12,542.95,113.1648
2019-11-13,541.88,113.518
2019-11-14,541.14,113.9929
2019-11-15,545.23,113.8377
2019-11-18,546.06,114.0965
2019-11-19,546.17,114.2724
2019-11-20,543.76,114.6641
2019-11-21,542.35,114.3611
2019-11-22,543.33,114.3388
2019-11-25,547.17,114.4457
2019-11-26,547.71,114.6394
2019-11-27,549.68,114.3633
2019-11-28,549.34,
2019-11-29,546.7,114.2891
2019-12-02,543.37,113.8144
2019-12-03,540.39,114.9361
2019-12-04,542.95,114.3449
2019-12-05,544,114.2138
2019-12-06,548.12,113.8262
2019-12-09,547.45,113.9467
2019-12-10,546.74,113.9057
2019-12-11,548.4,114.2914
2019-12-12,552.19,113.3491
2019-12-13,555.38,114.0478
2019-12-16,559.17,113.4676
2019-12-17,559.9,113.4918
2019-12-18,559.61,113.2055
2019-12-19,561,113.3436
2019-12-20,563,113.2838
2019-12-23,563.43,113.1532
2019-12-24,563.5,113.3686
2019-12-25,563.38,
2019-12-26,565.45,113.4249
2019-12-27,566.84,113.7187
2019-12-30,564.38,113.5726
2019-12-31,565.24,113.4439
2020-01-01,565.24,
2020-01-02,569.75,113.7111
2020-01-03,566.79,114.5159
2020-01-06,566.38,114.3695
2020-01-07,566.15,114.2635
2020-01-08,566.82,113.8634
2020-01-09,570.65,113.9961
2020-01-10,570.45,114.26
2020-01-13,573.33,114.0955
2020-01-14,573.37,114.3477
2020-01-15,573.76,114.6007
2020-01-16,576.89,114.4194
2020-01-17,579.24,114.2396
2020-01-20,579.07,
2020-01-21,576.69,114.8348
2020-01-22,577.29,114.8246
2020-01-23,575.74,115.0963
2020-01-24,573.29,115.6101
2020-01-27,564.02,116.2905
2020-01-28,567.4,115.9847
2020-01-29,567.35,116.4085
2020-01-30,565.5,116.7615
2020-01-31,558.62,117.0957
2020-02-03,560.4,117.0842
2020-02-04,568.65,116.3654
2020-02-05,573.46,115.9714
2020-02-06,576.68,116.0067
2020-02-07,573.55,116.575
2020-02-10,575.02,116.8793
2020-02-11,577.51,116.5203
2020-02-12,581.02,116.1816
2020-02-13,579.74,116.2491
2020-02-14,580.06,116.514
2020-02-17,580.02,
2020-02-18,577.32,116.8018
2020-02-19,579.87,116.6919
2020-02-20,577.03,117.0829
2020-02-21,572.68,117.553
2020-02-24,555.73,118.4091
2020-02-25,542.91,118.8531
2020-02-26,539.82,119.0504
2020-02-27,521.92,119.1718
2020-02-28,512.76,120.755
2020-03-02,528.45,121.1737
2020-03-03,522.21,121.845
2020-03-04,536.2,122.1248
2020-03-05,525.64,122.7175
2020-03-06,514.88,124.4582
2020-03-09,478.5,126.228
2020-03-10,491.46,123.9145
2020-03-11,473.55,123.134
2020-03-12,428.5,122.9577
2020-03-13,451.09,121.9451
2020-03-16,409.88,124.3046
2020-03-17,424.21,121.9472
2020-03-18,402.73,119.3228
2020-03-19,403.95,120.5821
2020-03-20,397.12,122.3117
2020-03-23,384.04,124.2626
2020-03-24,416.27,123.6397
2020-03-25,427.57,123.4282
2020-03-26,447.31,124.0103
2020-03-27,436.6,124.6276
2020-03-30,445.04,125.3425
2020-03-31,442.35,125.177
2020-04-01,426,125.6733
2020-04-02,431.28,125.6895
2020-04-03,425.35,125.9495
2020-04-06,448.72,125.1668
2020-04-07,453.09,124.6856
2020-04-08,462.28,124.4369
2020-04-09,469.57,124.9556
2020-04-10,469.87,
2020-04-13,466.36,124.6672
2020-04-14,477.7,124.7389
2020-04-15,467.4,125.7911
2020-04-16,468.06,125.9878
2020-04-17,480.27,125.5621
2020-04-20,475.21,125.8561
2020-04-21,460.91,126.2984
2020-04-22,469.13,125.8792
2020-04-23,470.61,125.874
2020-04-24,472.62,125.9889
2020-04-27,480.94,125.4587
2020-04-28,481.58,125.8878
2020-04-29,492.6,125.7565
2020-04-30,489.17,125.8635
2020-05-01,478.56,125.6415
2020-05-04,475.28,125.7286
2020-05-05,480.04,125.5677
2020-05-06,478.02,125.1421
2020-05-07,481.8,125.9664
2020-05-08,490.24,125.5106
2020-05-11,490.25,125.1101
2020-05-12,484.24,125.5377
2020-05-13,476.76,125.9048
2020-05-14,476.54,126.154
2020-05-15,478.35,125.9572
2020-05-18,491.79,125.0999
2020-05-19,490.98,125.387
2020-05-20,497.81,125.6526
2020-05-21,493.95,125.6692
2020-05-22,491.94,125.7907
2020-05-25,494.41,
2020-05-26,502.18,125.5064
2020-05-27,506.98,125.6967
2020-05-28,509.25,125.4916
2020-05-29,509.47,126.0115
2020-06-01,514.18,125.9061
2020-06-02,520.06,125.7281
2020-06-03,528.8,124.9722
2020-06-04,528.01,124.4876
2020-06-05,539,123.6972
2020-06-08,543.77,123.9228
2020-06-09,541.23,124.3986
2020-06-10,539.76,125.1773
2020-06-11,514.89,125.9921
2020-06-12,516.57,125.5745
2020-06-15,516.71,125.5555
2020-06-16,528.2,125.1546
2020-06-17,528.25,125.3403
2020-06-18,527.81,125.6964
2020-06-19,526.81,125.6803
2020-06-22,528.59,125.5836
2020-06-23,533.33,125.5689
2020-06-24,521.38,125.7854
2020-06-25,523.75,125.8494
2020-06-26,515.81,126.1734
2020-06-29,519.53,126.2227
2020-06-30,524.91,126.0924
2020-07-01,527.28,125.826
2020-07-02,532.14,125.9143
2020-07-03,532.5,
2020-07-06,542.19,125.811
2020-07-07,537.26,126.1112
2020-07-08,540.37,126.0869
2020-07-09,538.49,126.5046
2020-07-10,541.77,126.2241
2020-07-13,540.68,126.1839
2020-07-14,543.47,126.4339
2020-07-15,549.79,126.3239
2020-07-16,546.39,126.4785
2020-07-17,548.05,126.3188
2020-07-20,552.64,126.3891
2020-07-21,555.81,126.5433
2020-07-22,556.59,126.6102
2020-07-23,552.47,126.7177
2020-07-24,547.9,126.6431
2020-07-27,552.91,126.4963
2020-07-28,551.03,126.7488
2020-07-29,555.47,126.7915
2020-07-30,551.89,127.11
2020-07-31,551.89,127.1677
